soc_2010,title_2010,group_id,oews_tot_emp_imputed,oews_a_mean,net_emp_pc_1p_api_count_pc,net_emp_pc_1p_api_count_pc_winsorized,net_emp_pc_claude_ai_count_pc,net_emp_pc_claude_ai_count_pc_winsorized,net_emp_pc_total_count_pc,net_emp_pc_total_count_pc_winsorized
11-9199,"Managers, All Other (#)",25,1013556.6666666667,132966.217971697,0.018352205270549003,0.018352205270549003,-0.0016782485439063993,-0.0016782485439063993,0.0166739567266425,0.0166739567266425
13-1011,"Agents and Business Managers of Artists, Performers, and Athletes",34,14220.0,165600.0,0.1220815752461322,0.1220815752461322,-0.1964135021097047,-0.1964135021097047,-0.07433192686357237,-0.07433192686357237
13-1021,"Buyers and Purchasing Agents, Farm Products",35,162300.0,81720.0,0.0004805914972273,0.0004805914972273,0.0,0.0,0.0004805914972273,0.0004805914972273
13-1022,"Wholesale and Retail Buyers, Except Farm Products",36,162300.0,81720.0,0.0025200246457178,0.0025200246457178,0.0005175600739371,0.0005175600739371,0.0030375847196549,0.0030375847196549
13-1023,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",37,162300.0,81720.0,0.0064448552064079005,0.0064448552064079005,0.0007763401109056999,0.0007763401109056999,0.007221195317313701,0.007221195317313701
13-1031,"Claims Adjusters, Examiners, and Investigators",38,305020.0,78770.0,0.003891548095206848,0.003891548095206848,-8.524031211060383e-05,-8.524031211060383e-05,0.0038063077830962,0.0038063077830962
13-1032,"Insurance Appraisers, Auto Damage",39,7790.0,77050.0,0.0,0.0,0.0,0.0,0.0,0.0
13-1041,Compliance Officers,40,397770.0,84980.0,0.0045553963345652,0.0045553963345652,-0.0009754380672247999,-0.0009754380672247999,0.0035799582673404,0.0035799582673404
13-1051,Cost Estimators,41,219530.0,83160.0,0.0010750239147269,0.0010750239147269,-0.0002915319090785,-0.0002915319090785,0.0007834920056483999,0.0007834920056483999
13-1071,Human Resources Specialists,42,917460.0,79730.0,0.004573496392213301,0.004573496392213301,1.5259520850999806e-05,1.5259520850999806e-05,0.004588755913064299,0.004588755913064299
13-1074,Farm Labor Contractors,43,410.0,51910.0,0.0,0.0,0.0,0.0,0.0,0.0
13-1075,Labor Relations Specialists,44,64590.0,97130.0,0.0004954327295246,0.0004954327295246,0.00013934045517880004,0.00013934045517880004,0.0006347731847035,0.0006347731847035
13-1081,Logisticians,45,235640.0,87600.0,0.011067730436258699,0.011067730436258699,-0.0003649635036495997,-0.0003649635036495997,0.0107027669326091,0.0107027669326091
13-1111,Management Analysts,46,893900.0,114710.0,0.0005392102024834001,0.0005392102024834001,-0.0009162098668755003,-0.0009162098668755003,-0.000376999664392,-0.000376999664392
13-1121,"Meeting, Convention, and Event Planners",47,134670.0,65090.0,0.0071211108635925,0.0071211108635925,-0.0008984926115690002,-0.0008984926115690002,0.006222618252023499,0.006222618252023499
13-1131,Fundraisers,48,105930.0,73130.0,0.0035117530444633,0.0035117530444633,-0.004030963844048001,-0.004030963844048001,-0.0005192107995846008,-0.0005192107995846008
13-1141,"Compensation, Benefits, and Job Analysis Specialists",49,102370.0,82920.0,0.0567744456383706,0.0567744456383706,-0.003956237178861,-0.003956237178861,0.0528182084595096,0.0528182084595096
13-1151,Training and Development Specialists,50,436610.0,73760.0,0.0006138201140605674,0.0006138201140605674,5.267859187840004e-05,5.267859187840004e-05,0.0006664987059389001,0.0006664987059389001
13-1161,Market Research Analysts and Marketing Specialists,51,861140.0,86480.0,0.015148524049515702,0.015148524049515702,0.00033444039296750064,0.00033444039296750064,0.0154829644424832,0.0154829644424832
13-1199,"Business Operations Specialists, All Other (#)",25,1463586.6666666667,95982.30010294348,0.007856726398163401,0.007856726398163401,-0.0005910138563711004,-0.0005910138563711004,0.0072657125417923,0.0072657125417923
13-2011,Accountants and Auditors,52,1448290.0,93520.0,0.0026258553190314,0.0026258553190314,3.935675866019992e-05,3.935675866019992e-05,0.0026652120776916,0.0026652120776916
13-2021,Appraisers and Assessors of Real Estate (#),53,59070.0,77160.0,0.015828677839851,0.015828677839851,0.0019129845945489,0.0019129845945489,0.0177416624343999,0.0177416624343999
13-2031,Budget Analysts,54,47170.0,93920.0,0.0003603985584057,0.0003603985584057,-0.0072715709137164,-0.0072715709137164,-0.0069111723553106,-0.0069111723553106
13-2041,Credit Analysts,55,67370.0,98040.0,0.0045420810449755,0.0045420810449755,-0.0001929642274009001,-0.0001929642274009001,0.0043491168175746,0.0043491168175746
13-2051,Financial Analysts (#),56,368740.0,116752.70651407496,0.0118240494657482,0.0118240494657482,2.16955036069005e-05,2.16955036069005e-05,0.011845744969355101,0.011845744969355101
13-2052,Personal Financial Advisors,57,270480.0,160210.0,0.0135758651286601,0.0135758651286601,-0.009967465246968399,-0.009967465246968399,0.0036083998816917977,0.0036083998816917977
13-2053,Insurance Underwriters,58,107820.0,90830.0,0.0013912075681691,0.0013912075681691,0.0007512520868113,0.0007512520868113,0.0021424596549805,0.0021424596549805
13-2061,Financial Examiners,59,62830.0,103650.0,0.008721948113958301,0.008721948113958301,-0.010393124303676598,-0.010393124303676598,-0.0016711761897183,-0.0016711761897183
13-2071,Credit Counselors,60,28110.0,55890.0,0.0638970572013947,0.0638970572013947,-0.17794379224475276,-0.17794379224475276,-0.114046735043358,-0.114046735043358
13-2072,Loan Officers,61,290530.0,86020.0,0.0041815086981337,0.0041815086981337,-0.0026985165043197003,-0.0026985165043197003,0.0014829921938141,0.0014829921938141
13-2081,"Tax Examiners and Collectors, and Revenue Agents",62,53530.0,67570.0,0.0009527367831122,0.0009527367831122,-0.0072482719970109995,-0.0072482719970109995,-0.0062955352138987,-0.0062955352138987
13-2082,Tax Preparers,63,73570.0,58860.0,0.00038058991436729995,0.00038058991436729995,-0.0296588283267637,-0.0296588283267637,-0.0292782384123964,-0.0292782384123964
13-2099,"Financial Specialists, All Other (#)",56,155610.0,98602.334682861,0.030312961891909202,0.030312961891909202,-0.0077951288477603985,-0.0077951288477603985,0.022517833044148904,0.022517833044148904
15-1111,Computer and Information Research Scientists,66,38480.0,152310.0,0.20852776346366086,0.20852776346366086,-0.10560233310233308,-0.10560233310233308,0.10292543036132779,0.10292543036132779
15-1121,Computer Systems Analysts,64,497800.0,111960.0,0.037426677380474095,0.037426677380474095,-0.04051426275612689,-0.04051426275612689,-0.0030875853756529015,-0.0030875853756529015
15-1122,Information Security Analysts,65,179430.0,127730.0,0.0227999777071839,0.0227999777071839,-0.0039458284567798,-0.0039458284567798,0.018854149250404,0.018854149250404
15-1131,Computer Programmers,71,109870.0,103640.0,0.5797943023573314,0.5797943023573314,0.21846727951215067,0.11014868948504469,0.7982615818694819,0.6644962923408083
15-1132,"Software Developers, Applications (#)",25,893820.0,142013.50540377258,0.22925599994942542,0.22925599994942542,0.0578909233678382,0.0578909233678382,0.2871469233172636,0.2871469233172636
15-1133,"Software Developers, Systems Software (#)",25,893820.0,142013.50540377258,0.11792821583181781,0.11792821583181781,0.033001124526908204,0.033001124526908204,0.1509293403587261,0.1509293403587261
15-1134,Web Developers (#),25,134560.0,104030.50237812128,0.3724073589636354,0.3724073589636354,0.08888157902102639,0.08888157902102639,0.4612889379846617,0.4612889379846617
15-1141,Database Administrators (#),25,105565.0,118232.44351821153,0.3534694264197414,0.3534694264197414,0.0364041112111021,0.0364041112111021,0.38987353763084365,0.38987353763084365
15-1142,Network and Computer Systems Administrators,70,318570.0,101190.0,0.0665348275104373,0.0665348275104373,0.08636720344037421,0.08636720344037421,0.1529020309508114,0.1529020309508114
15-1143,Computer Network Architects,69,177010.0,135890.0,0.036721089203999795,0.036721089203999795,-0.0049432235466922,-0.0049432235466922,0.0317778656573075,0.0317778656573075
15-1151,Computer User Support Specialists,68,697210.0,64990.0,0.0044950588775261,0.0044950588775261,0.0015662425954877006,0.0015662425954877006,0.0060613014730139,0.0060613014730139
15-1152,Computer Network Support Specialists,67,146450.0,79610.0,0.059761010583817,0.059761010583817,0.002915670877432601,0.002915670877432601,0.0626766814612495,0.0626766814612495
15-1199,"Computer Occupations, All Other (#)",25,709761.6666666667,112802.58589150818,0.3035326869505771,0.3035326869505771,0.0256200011650822,0.0256200011650822,0.32915268811565945,0.32915268811565945
15-2011,Actuaries,72,28340.0,134990.0,0.0068454481298518,0.0068454481298518,-0.1160197600564574,-0.1160197600564574,-0.1091743119266056,-0.1091743119266056
15-2021,Mathematicians,73,2220.0,122520.0,-0.21936936936936946,-6.860543029686655e-05,0.06351351351351364,0.06351351351351364,-0.15585585585585626,-0.15585585585585626
15-2031,Operations Research Analysts,74,107760.0,99120.0,0.026150705270972498,0.026150705270972498,-0.0184298440979955,-0.0184298440979955,0.007720861172976989,0.007720861172976989
15-2041,Statisticians,75,29800.0,112330.0,0.9382214765100673,0.7694687267493382,-0.02466442953020126,-0.02466442953020126,0.9135570469798657,0.6644962923408083
15-2091,Mathematical Technicians,76,2330.0,84700.0,0.527038626609442,0.527038626609442,0.0879828326180258,0.0879828326180258,0.6150214592274679,0.6150214592274679
15-2099,"Mathematical Science Occupations, All Other (#)",76,235770.0,124195.7865716588,,,,,,
17-1011,"Architects, Except Landscape and Naval",77,111140.0,103390.0,0.003986310560478199,0.003986310560478199,-0.0021915787513360997,-0.0021915787513360997,0.0017947318091421013,0.0017947318091421013
17-1012,Landscape Architects,78,19580.0,88000.0,0.0013769889840881,0.0013769889840881,-0.006201631132609801,-0.006201631132609801,-0.004824642148521601,-0.004824642148521601
17-1021,Cartographers and Photogrammetrists,79,12790.0,82860.0,0.0308835027365129,0.0308835027365129,0.0081313526192338,0.0081313526192338,0.0390148553557467,0.0390148553557467
17-1022,Surveyors,80,53080.0,76730.0,0.0011680482290881,0.0011680482290881,0.0,0.0,0.0011680482290881001,0.0011680482290881001
17-2011,Aerospace Engineers,81,68440.0,141180.0,0.0036966686148451,0.0036966686148451,5.844535359440014e-05,5.844535359440014e-05,0.0037551139684395,0.0037551139684395
17-2021,Agricultural Engineers,82,1680.0,84240.0,0.0,0.0,-0.06964285714285719,-0.06964285714285719,-0.06964285714285719,-0.06964285714285719
17-2031,Biomedical Engineers,83,21860.0,115020.0,0.0048032936870997,0.0048032936870997,-0.0255718206770357,-0.0255718206770357,-0.020768526989935997,-0.020768526989935997
17-2041,Chemical Engineers,84,20330.0,128430.0,0.0,0.0,0.0,0.0,0.0,0.0
17-2051,Civil Engineers,85,355410.0,107050.0,0.0012605160237471342,0.0012605160237471342,-0.0009510143214878,-0.0009510143214878,0.0003095017022593,0.0003095017022593
17-2061,Computer Hardware Engineers,86,75710.0,156770.0,0.021962808749296202,0.021962808749296202,-0.029469426090109704,-0.029469426090109704,-0.0075066173408136,-0.0075066173408136
17-2071,Electrical Engineers,87,188790.0,120980.0,0.0065204724826525996,0.0065204724826525996,-0.0019280682239525004,-0.0019280682239525004,0.004592404258700101,0.004592404258700101
17-2072,"Electronics Engineers, Except Computer",88,93940.0,132500.0,0.0076751117734724,0.0076751117734724,-0.0015328933361720004,-0.0015328933361720004,0.0061422184373004,0.0061422184373004
17-2081,Environmental Engineers,89,37950.0,110570.0,0.0036363636363636,0.0036363636363636,-0.0012648221343873004,-0.0012648221343873004,0.0023715415019762995,0.0023715415019762995
17-2111,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",90,23220.0,113770.0,0.0045219638242894,0.0045219638242894,-0.0006029285099052,-0.0006029285099052,0.0039190353143842005,0.0039190353143842005
17-2112,Industrial Engineers,91,350230.0,107900.0,0.0012934357422264657,0.0012934357422264657,-0.0016075150615309998,-0.0016075150615309998,-0.00031407931930450025,-0.00031407931930450025
17-2121,Marine Engineers and Naval Architects,92,8440.0,116680.0,0.0212085308056872,0.0212085308056872,0.0005924170616114013,0.0005924170616114013,0.0218009478672986,0.0218009478672986
17-2131,Materials Engineers,93,22770.0,116380.0,0.0,0.0,0.0,0.0,0.0,0.0
17-2141,Mechanical Engineers,94,286760.0,110080.0,0.005708606500209301,0.005708606500209301,-0.0012693541637606998,-0.0012693541637606998,0.004439252336448599,0.004439252336448599
17-2151,"Mining and Geological Engineers, Including Mining Safety Engineers",95,6770.0,108940.0,0.0,0.0,0.0,0.0,0.0,0.0
17-2161,Nuclear Engineers,96,14740.0,134980.0,0.016350067842605204,0.016350067842605204,-0.0067842605156037995,-0.0067842605156037995,0.0095658073270014,0.0095658073270014
17-2171,Petroleum Engineers,97,18970.0,153560.0,0.0,0.0,0.0,0.0,0.0,0.0
17-2199,"Engineers, All Other",98,150750.0,121720.0,0.027754560530679998,0.027754560530679998,-0.019800995024875596,-0.019800995024875596,0.007953565505804297,0.007953565505804297
17-3011,Architectural and Civil Drafters,99,109550.0,68860.0,0.0011064368477596,0.0011064368477596,-0.0008922558050824,-0.0008922558050824,0.0002141810426771998,0.0002141810426771998
17-3012,Electrical and Electronics Drafters,100,20020.0,77960.0,0.0426468453210754,0.0426468453210754,0.007230101071268001,0.007230101071268001,0.049876946392343496,0.049876946392343496
17-3013,Mechanical Drafters,101,39900.0,74040.0,0.0009022556390977,0.0009022556390977,0.0,0.0,0.0009022556390977,0.0009022556390977
17-3019,"Drafters, All Other",102,16010.0,66530.0,,,,,,
17-3021,Aerospace Engineering and Operations Technicians,103,9060.0,86330.0,0.0056291390728476,0.0056291390728476,0.0,0.0,0.0056291390728476,0.0056291390728476
17-3022,Civil Engineering Technicians,104,62130.0,68450.0,0.0549010140028972,0.0549010140028972,-0.007339449541284401,-0.007339449541284401,0.0475615644616127,0.0475615644616127
17-3023,Electrical and Electronics Engineering Technicians,105,92710.0,78580.0,0.0115952971631971,0.0115952971631971,-0.0024808542767770017,-0.0024808542767770017,0.009114442886419997,0.009114442886419997
17-3024,Electro-Mechanical Technicians,106,14680.0,75710.0,0.0058583106267029,0.0058583106267029,-0.007084468664850199,-0.007084468664850199,-0.0012261580381471987,-0.0012261580381471987
17-3025,Environmental Engineering Technicians,107,12500.0,63070.0,0.06712,0.06712,0.016,0.016,0.08312,0.08312
17-3026,Industrial Engineering Technicians,108,73410.0,69780.0,-0.0003269309358398,-6.860543029686655e-05,-0.0008173273395995,-0.0008173273395995,-0.0011442582754392998,-0.0011442582754392998
17-3027,Mechanical Engineering Technicians,109,37450.0,72450.0,0.0174365821094793,0.0174365821094793,0.0018157543391188,0.0018157543391188,0.019252336448598098,0.019252336448598098
17-3029,"Engineering Technicians, Except Drafters, All Other (#)",110,47525.0,76948.3913729616,0.0632088374539716,0.0632088374539716,-0.0214203051025776,-0.0214203051025776,0.041788532351394,0.041788532351394
17-3031,Surveying and Mapping Technicians,111,56720.0,56890.0,0.0026093088857545,0.0026093088857545,0.0,0.0,0.0026093088857545,0.0026093088857545
19-1011,Animal Scientists,112,2470.0,104970.0,0.0,0.0,-0.0076923076923076,-0.0076923076923076,-0.0076923076923076,-0.0076923076923076
19-1012,Food Scientists and Technologists,113,14370.0,92190.0,0.0457898399443284,0.0457898399443284,-0.0344467640918581,-0.0344467640918581,0.011343075852470394,0.011343075852470394
19-1013,Soil and Plant Scientists,114,16600.0,83040.0,0.011927710843373499,0.011927710843373499,-0.0995180722891566,-0.0995180722891566,-0.0875903614457832,-0.0875903614457832
19-1021,Biochemists and Biophysicists,115,34520.0,115570.0,0.028273464658169205,0.028273464658169205,-0.035081112398609504,-0.035081112398609504,-0.006807647740440306,-0.006807647740440306
19-1022,Microbiologists,116,19760.0,95200.0,0.0395748987854251,0.0395748987854251,-0.03815789473684209,-0.03815789473684209,0.001417004048582901,0.001417004048582901
19-1023,Zoologists and Wildlife Biologists,117,16920.0,77920.0,0.11229314420803789,0.11229314420803789,0.0018912529550827936,0.0018912529550827936,0.11418439716312062,0.11418439716312062
19-1029,"Biological Scientists, All Other",118,59710.0,100440.0,0.24140010048568092,0.24140010048568092,0.008574778094121521,0.008574778094121521,0.2499748785798023,0.2499748785798023
19-1031,Conservation Scientists,119,25590.0,74310.0,0.0007424775302852,0.0007424775302852,0.0019148104728410002,0.0019148104728410002,0.0026572880031261997,0.0026572880031261997
19-1032,Foresters,120,9650.0,74670.0,0.0,0.0,0.0,0.0,0.0,0.0
19-1041,Epidemiologists,121,11460.0,94160.0,-0.0020942408376963,-6.860543029686655e-05,-0.08274023973415019,-0.08274023973415019,-0.0848344805718466,-0.0848344805718466
19-1042,"Medical Scientists, Except Epidemiologists",122,156300.0,112690.0,0.0001663467690339,0.0001663467690339,-0.0030185339260822,-0.0030185339260822,-0.0028521871570482997,-0.0028521871570482997
19-1099,"Life Scientists, All Other",123,7320.0,101940.0,,,,,,
19-2011,Astronomers,124,1560.0,134430.0,0.5294871794871796,0.5294871794871796,-0.5397435897435897,-0.24300795596997296,-0.010256410256409998,-0.010256410256409998
19-2012,Physicists,125,21340.0,166000.0,0.010637300843486498,0.010637300843486498,0.0093252108716026,0.0093252108716026,0.019962511715089098,0.019962511715089098
19-2021,Atmospheric and Space Scientists,126,8780.0,103980.0,0.0176537585421412,0.0176537585421412,-0.009681093394077397,-0.009681093394077397,0.007972665148063801,0.007972665148063801
19-2031,Chemists,127,83250.0,95940.0,0.017465465465465402,0.017465465465465402,-0.027567567567567598,-0.027567567567567598,-0.0101021021021021,-0.0101021021021021
19-2032,Materials Scientists,128,8330.0,111410.0,0.3597839135654261,0.3597839135654261,-0.028091236494597882,-0.028091236494597882,0.33169267707082833,0.33169267707082833
19-2041,"Environmental Scientists and Specialists, Including Health",129,84930.0,88640.0,0.0136818556458259,0.0136818556458259,-0.0021076180383846005,-0.0021076180383846005,0.0115742376074414,0.0115742376074414
19-2042,"Geoscientists, Except Hydrologists and Geographers",130,22510.0,111310.0,0.031852509995557596,0.031852509995557596,-0.0192803198578409,-0.0192803198578409,0.012572190137716613,0.012572190137716613
19-2043,Hydrologists,131,5720.0,98130.0,0.0937062937062937,0.0937062937062937,0.008741258741258806,0.008741258741258806,0.10244755244755241,0.10244755244755241
19-2099,"Physical Scientists, All Other",132,22580.0,123070.0,0.0843666961913198,0.0843666961913198,0.013640389725420803,0.013640389725420803,0.0980070859167405,0.0980070859167405
19-3011,Economists,133,15880.0,130910.0,0.0507556675062972,0.0507556675062972,-0.12002518891687648,-0.12002518891687648,-0.0692695214105793,-0.0692695214105793
19-3022,Survey Researchers,134,7720.0,73470.0,3.794170984455959,0.7694687267493382,0.07966321243523322,0.07966321243523322,3.873834196891192,0.6644962923408083
19-3031,"Clinical, Counseling, and School Psychologists (#)",136,136020.0,100636.87545949125,0.0061976179973533,0.0061976179973533,-0.115012498162035,-0.115012498162035,-0.10881488016468169,-0.10881488016468169
19-3032,Industrial-Organizational Psychologists,135,1050.0,134400.0,1.984761904761905,0.7694687267493382,-5.251428571428571,-0.24300795596997296,-3.2666666666666675,-0.1693780791412902
19-3039,"Psychologists, All Other",137,17790.0,111340.0,0.0,0.0,-0.0073636874648679,-0.0073636874648679,-0.0073636874648679,-0.0073636874648679
19-3041,Sociologists,138,2950.0,111670.0,0.30983050847457627,0.30983050847457627,-0.30237288135593227,-0.24300795596997296,0.007457627118644061,0.007457627118644061
19-3051,Urban and Regional Planners,139,43040.0,89730.0,0.0012314126394052,0.0012314126394052,0.0012314126394052,0.0012314126394052,0.0024628252788104,0.0024628252788104
19-3091,Anthropologists and Archeologists,140,8070.0,71070.0,0.7895910780669145,0.7694687267493382,-0.2245353159851301,-0.2245353159851301,0.5650557620817845,0.5650557620817845
19-3092,Geographers,141,1380.0,98160.0,0.4108695652173913,0.4108695652173913,0.014492753623188415,0.014492753623188415,0.42536231884057973,0.42536231884057973
19-3093,Historians,142,3140.0,78470.0,0.8955414012738853,0.7694687267493382,0.4280254777070067,0.11014868948504469,1.3235668789808916,0.6644962923408083
19-3094,Political Scientists,143,5950.0,137600.0,0.11109243697478999,0.11109243697478999,-0.5282352941176471,-0.24300795596997296,-0.4171428571428571,-0.1693780791412902
19-3099,"Social Scientists and Related Workers, All Other",144,36970.0,106440.0,0.0032729239924262,0.0032729239924262,0.0009467135515283001,0.0009467135515283001,0.0042196375439546,0.0042196375439546
19-4011,Agricultural and Food Science Technicians (#),145,28540.0,52028.42326559215,0.0430974071478627,0.0430974071478627,0.034232655921513706,0.034232655921513706,0.07733006306937629,0.07733006306937629
19-4021,Biological Technicians,146,76190.0,58020.0,0.030122063262895404,0.030122063262895404,-0.010762567266045402,-0.010762567266045402,0.019359495996850003,0.019359495996850003
19-4031,Chemical Technicians,147,55640.0,61300.0,0.018152408339324203,0.018152408339324203,-0.0072070452911575,-0.0072070452911575,0.010945363048166803,0.010945363048166803
19-4041,Geological and Petroleum Technicians (#),149,11180.0,59033.890876565296,0.3231663685152057,0.3231663685152057,0.0382826475849732,0.0382826475849732,0.36144901610017893,0.36144901610017893
19-4051,Nuclear Technicians,150,5990.0,100730.0,0.0021702838063439,0.0021702838063439,-0.0031719532554257,-0.0031719532554257,-0.0010016694490817997,-0.0010016694490817997
19-4061,Social Science Research Assistants,151,32940.0,63560.0,0.321979356405586,0.321979356405586,-0.015209471766848892,-0.015209471766848892,0.30676988463873717,0.30676988463873717
19-4091,"Environmental Science and Protection Technicians, Including Health",148,39390.0,56770.0,0.0113226707286113,0.0113226707286113,0.0020817466362021,0.0020817466362021,0.0134044173648134,0.0134044173648134
19-4092,Forensic Science Technicians,153,19450.0,75260.0,0.0024678663239074,0.0024678663239074,0.0,0.0,0.0024678663239074,0.0024678663239074
19-4093,Forest and Conservation Technicians,152,31080.0,56660.0,0.0191119691119691,0.0191119691119691,0.0104568854568854,0.0104568854568854,0.0295688545688546,0.0295688545688546
19-4099,"Life, Physical, and Social Science Technicians, All Other (#)",149,72870.0,64635.36023054755,0.028420474818169398,0.028420474818169398,0.0009331686565116001,0.0009331686565116001,0.029353643474681,0.029353643474681
21-1011,Substance Abuse and Behavioral Disorder Counselors,156,43640.0,,0.0034142988084327,0.0034142988084327,-0.0335013748854262,-0.0335013748854262,-0.030087076076993603,-0.030087076076993603
